Time(s),Lap,GPS_Update,GPS_Delay,Accuracy (m),Lat,Long,Altitude (m),Speed (MPH),Heading (deg),dX(m),dY(m),dZ(m),X(m),Y(m),Z(m),OBD_Update,Engine Speed (RPM) *OBD,"Accelerator Pedal (%) *OBD"""
83.86,0,0,0,2.5,39.7348317,-103.9029584,1528,54.2,244.6,-0.13,-0.22,0.13,-61.31,-93.56,49,1,4296.5,100
83.89,0,0,0,2.5,39.7348317,-103.9029584,1528,54.2,244.6,-0.23,-0.15,0.07,-61.54,-93.71,49.07,0,4296.5,100
83.9,0,0,0,2.5,39.7348317,-103.9029584,1528,54.2,244.6,-0.03,-0.03,0.32,-61.57,-93.74,49.39,0,4296.5,100
83.96,0,0,0,2.5,39.7348317,-103.9029584,1528,54.2,244.6,-0.16,0.04,0.36,-61.73,-93.7,49.75,0,4296.5,100
84.02,0,0,0,2.5,39.7348317,-103.9029584,1528,54.2,244.6,0.04,-0.23,0.49,-61.69,-93.93,50.24,0,4296.5,100
84.03,0,1,0.16,2.5,39.7347967,-103.903015,1528,55.5,242.9,0.04,-0.23,0.49,-61.65,-94.16,50.73,0,4296.5,100
84.07,0,0,0.16,2.5,39.7347967,-103.903015,1528,55.5,242.9,0.33,-0.49,0.95,-61.32,-94.65,51.68,0,4296.5,100
84.12,0,0,0.16,2.5,39.7347967,-103.903015,1528,55.5,242.9,0.29,-0.43,0.89,-61.03,-95.08,52.57,0,4296.5,100
84.17,0,0,0.16,2.5,39.7347967,-103.903015,1528,55.5,242.9,0.23,-0.36,0.57,-60.8,-95.44,53.14,1,4434.75,100
84.23,0,0,0.16,2.5,39.7347967,-103.903015,1528,55.5,242.9,0.02,0.06,0.23,-60.78,-95.38,53.37,0,4434.75,100
84.27,0,1,0,2.5,39.73472,-103.90313,1527,58.2,239.8,0.02,-0.08,0.46,-60.76,-95.46,53.83,0,4434.75,100
84.32,0,0,0,2.5,39.73472,-103.90313,1527,58.2,239.8,-0.05,-0.05,0.24,-60.81,-95.51,54.07,0,4434.75,100
84.37,0,0,0,2.5,39.73472,-103.90313,1527,58.2,239.8,0.06,-0.32,0.51,-60.75,-95.83,54.58,1,4530.25,100
84.42,0,0,0,2.5,39.73472,-103.90313,1527,58.2,239.8,-0.11,-0.11,-0.08,-60.86,-95.94,54.5,0,4530.25,100
84.46,0,1,0,2.5,39.7346783,-103.9031933,1527,60,238.6,-0.01,-0.16,0.42,-60.87,-96.1,54.92,0,4530.25,100
84.5,0,0,0,2.5,39.7346783,-103.9031933,1527,60,238.6,-0.04,-0.24,0.27,-60.91,-96.34,55.19,0,4530.25,100
84.55,0,0,0,2.5,39.7346783,-103.9031933,1527,60,238.6,0.13,-0.22,0.4,-60.78,-96.56,55.59,1,4600.75,100
84.6,0,0,0,2.5,39.7346783,-103.9031933,1527,60,238.6,-0.24,-0.18,0.35,-61.02,-96.74,55.94,0,4600.75,100
84.67,0,0,0,2.5,39.7346783,-103.9031933,1527,60,238.6,-0.18,-0.27,0.22,-61.2,-97.01,56.16,0,4600.75,100
84.7,0,1,0.04,2.5,39.7346367,-103.903255,1527,61.8,237.5,-0.25,-0.25,0.11,-61.45,-97.26,56.27,0,4600.75,100
84.73,0,0,0.04,2.5,39.7346367,-103.903255,1527,61.8,237.5,-0.16,-0.26,0.13,-61.61,-97.52,56.4,1,4680,100
84.87,0,0,0.04,2.5,39.7346367,-103.903255,1527,61.8,237.5,-0.27,-0.17,0.08,-61.88,-97.69,56.48,0,4680,100
84.92,0,0,0.04,2.5,39.7346367,-103.903255,1527,61.8,237.5,-0.01,-0.22,0.23,-61.89,-97.91,56.71,0,4680,100
84.96,0,0,0.04,2.5,39.7346367,-103.903255,1527,61.8,237.5,-0.04,-0.31,0.05,-61.93,-98.22,56.76,0,4680,100
84.97,0,0,0.04,2.5,39.7346367,-103.903255,1527,61.8,237.5,0.18,-0.23,-0.03,-61.75,-98.45,56.73,0,4680,100
85.01,0,0,0.04,2.5,39.7346367,-103.903255,1527,61.8,237.5,0.15,-0.22,0.08,-61.6,-98.67,56.81,0,4680,100
85.03,0,1,0.13,2.5,39.7345933,-103.9033183,1526,63.4,236.6,0.28,-0.41,0.11,-61.32,-99.08,56.92,1,4722.5,0
85.07,0,0,0.13,2.5,39.7345933,-103.9033183,1526,63.4,236.6,0.38,-0.19,0.1,-60.94,-99.27,57.02,0,4722.5,0
85.12,0,0,0.13,2.5,39.7345933,-103.9033183,1526,63.4,236.6,0.03,-0.04,-0.33,-60.91,-99.31,56.69,0,4722.5,0
85.15,0,1,0,2.5,39.7345517,-103.9033833,1526,65,235.9,-0.08,0.12,-0.66,-60.99,-99.19,56.03,0,4722.5,0
85.2,0,0,0,2.5,39.7345517,-103.9033833,1526,65,235.9,0.24,0.07,-0.41,-60.75,-99.12,55.62,1,4592.5,0
85.24,0,0,0,2.5,39.7345517,-103.9033833,1526,65,235.9,-0.11,0.06,-0.92,-60.86,-99.06,54.7,0,4592.5,0
85.27,0,1,0,2.5,39.73451,-103.9034484,1526,66.6,235.4,0.28,-0.07,-0.5,-60.58,-99.13,54.2,0,4592.5,0
85.33,0,0,0,2.5,39.73451,-103.9034484,1526,66.6,235.4,0.05,-0.12,-0.84,-60.53,-99.25,53.36,0,4592.5,0
85.39,0,0,0,2.5,39.73451,-103.9034484,1526,66.6,235.4,0.11,0.02,-0.91,-60.42,-99.23,52.45,0,4592.5,0
85.43,0,0,0,2.5,39.73451,-103.9034484,1526,66.6,235.4,0.09,0.4,-1.27,-60.33,-98.83,51.18,0,4592.5,0
85.47,0,1,0,2.5,39.7344667,-103.9035166,1526,68.4,235,0,-0.07,-0.85,-60.33,-98.9,50.33,1,4298.75,0
85.52,0,0,0,2.5,39.7344667,-103.9035166,1526,68.4,235,-0.08,-0.11,-0.86,-60.41,-99.01,49.47,0,4298.75,0
85.57,0,0,0,2.5,39.7344667,-103.9035166,1526,68.4,235,-0.07,-0.09,-0.81,-60.48,-99.1,48.66,0,4298.75,0
85.62,0,0,0,2.5,39.7344667,-103.9035166,1526,68.4,235,-0.02,0.25,-1.02,-60.5,-98.85,47.64,1,3832.75,0
85.67,0,1,0,2.5,39.7344233,-103.9035833,1525,69.7,234.6,-0.22,0.51,-1.11,-60.72,-98.34,46.53,0,3832.75,0
85.73,0,0,0,2.5,39.7344233,-103.9035833,1525,69.7,234.6,0.1,0.45,-0.64,-60.62,-97.89,45.89,0,3832.75,0
85.77,0,0,0,2.5,39.7344233,-103.9035833,1525,69.7,234.6,-0.03,0.15,-0.59,-60.65,-97.74,45.3,0,3832.75,0
85.82,0,0,0,2.5,39.7344233,-103.9035833,1525,69.7,234.6,-0.07,-0.22,-0.34,-60.72,-97.96,44.96,1,4085.5,0
86.01,0,0,0,2.5,39.7344233,-103.9035833,1525,69.7,234.6,-0.04,0.09,-0.71,-60.76,-97.87,44.25,0,4085.5,0
86.07,0,1,0.2,2.5,39.734385,-103.9036467,1525,70.4,234.5,-0.04,0.09,-0.71,-60.8,-97.78,43.54,0,4085.5,0
86.13,0,0,0.2,2.5,39.734385,-103.9036467,1525,70.4,234.5,-0.16,0.35,-1.16,-60.96,-97.43,42.38,0,4085.5,0
86.16,0,1,0,2.5,39.7343484,-103.9037083,1525,70.8,234.4,0.07,0.24,-0.91,-60.89,-97.19,41.47,1,3909.25,9.09
86.19,0,0,0,2.5,39.7343484,-103.9037083,1525,70.8,234.4,0.1,0.41,-0.95,-60.79,-96.78,40.52,0,3909.25,9.09
86.21,0,0,0,2.5,39.7343484,-103.9037083,1525,70.8,234.4,0.09,0.35,-1,-60.7,-96.43,39.52,0,3909.25,9.09
86.24,0,0,0,2.5,39.7343484,-103.9037083,1525,70.8,234.4,0.07,0.25,-0.84,-60.63,-96.18,38.68,0,3909.25,9.09
86.27,0,0,0,2.5,39.7343484,-103.9037083,1525,70.8,234.4,0.19,-0.01,-0.48,-60.44,-96.19,38.2,0,3909.25,9.09
86.3,0,1,0,2.5,39.7343133,-103.90377,1525,70.9,234.4,0.51,-0.1,-0.12,-59.93,-96.29,38.08,0,3909.25,9.09
86.32,0,0,0,2.5,39.7343133,-103.90377,1525,70.9,234.4,0.2,-0.14,-0.58,-59.73,-96.43,37.5,0,3909.25,9.09
86.36,0,0,0,2.5,39.7343133,-103.90377,1525,70.9,234.4,0.25,-0.08,-0.52,-59.48,-96.51,36.98,0,3909.25,9.09
86.42,0,0,0,2.5,39.7343133,-103.90377,1525,70.9,234.4,0.08,0.04,-0.66,-59.4,-96.47,36.32,1,3589,53.54
86.47,0,1,0,2.5,39.73428,-103.9038283,1525,70.7,234.4,0.35,-0.02,-0.37,-59.05,-96.49,35.95,0,3589,53.54
86.49,0,0,0,2.5,39.73428,-103.9038283,1525,70.7,234.4,0.51,-0.01,0.18,-58.54,-96.5,36.13,0,3589,53.54
86.54,0,0,0,2.5,39.73428,-103.9038283,1525,70.7,234.4,0.15,0.08,-0.48,-58.39,-96.42,35.65,0,3589,53.54
86.59,0,0,0,2.5,39.73428,-103.9038283,1525,70.7,234.4,0.05,0.09,-0.6,-58.34,-96.33,35.05,0,3589,53.54
86.66,0,0,0,2.5,39.73428,-103.9038283,1525,70.7,234.4,-0.05,0.24,-0.83,-58.39,-96.09,34.22,1,4171,30.3
86.69,0,1,0.03,2.5,39.7342466,-103.9038834,1525,70.2,234.4,-0.25,0.19,-0.64,-58.64,-95.9,33.58,0,4171,30.3
86.73,0,0,0.03,2.5,39.7342466,-103.9038834,1525,70.2,234.4,0.21,0.03,-0.24,-58.43,-95.87,33.34,0,4171,30.3
86.79,0,0,0.03,2.5,39.7342466,-103.9038834,1525,70.2,234.4,0.28,0.01,-0.24,-58.15,-95.86,33.1,1,4750.25,0
86.86,0,0,0.03,2.5,39.7342466,-103.9038834,1525,70.2,234.4,0.05,0.14,-0.49,-58.1,-95.72,32.61,0,4750.25,0
86.97,0,1,0.08,2.5,39.7342167,-103.9039384,1525,69.4,234.5,0.01,0.29,-0.64,-58.09,-95.43,31.97,0,4750.25,0
87,0,0,0.08,2.5,39.7342167,-103.9039384,1525,69.4,234.5,0.3,0.04,-0.34,-57.79,-95.39,31.63,1,4210.5,1.01
87.04,0,0,0.08,2.5,39.7342167,-103.9039384,1525,69.4,234.5,0.25,-0.07,-0.52,-57.54,-95.46,31.11,0,4210.5,1.01
87.07,0,0,0.08,2.5,39.7342167,-103.9039384,1525,69.4,234.5,0.44,-0.3,-0.18,-57.1,-95.76,30.93,0,4210.5,1.01
87.1,0,0,0.08,2.5,39.7342167,-103.9039384,1525,69.4,234.5,0.4,-0.37,-0.21,-56.7,-96.13,30.72,0,4210.5,1.01
87.13,0,1,0,2.5,39.7341867,-103.90399,1525,68.4,234.6,0.44,-0.08,-0.3,-56.26,-96.21,30.42,0,4210.5,1.01
87.17,0,0,0,2.5,39.7341867,-103.90399,1525,68.4,234.6,0.55,-0.36,-0.08,-55.71,-96.57,30.34,1,4060.75,0
87.23,0,0,0,2.5,39.7341867,-103.90399,1525,68.4,234.6,0.53,-0.48,0.04,-55.18,-97.05,30.38,0,4060.75,0
87.27,0,0,0,2.5,39.7341867,-103.90399,1525,68.4,234.6,0.5,-0.48,-0.02,-54.68,-97.53,30.36,0,4060.75,0
87.33,0,1,0,2.5,39.73416,-103.9040417,1525,67.2,234.6,0.57,-0.44,0.11,-54.11,-97.97,30.47,0,4060.75,0
87.36,0,0,0,2.5,39.73416,-103.9040417,1525,67.2,234.6,0.43,-0.43,0,-53.68,-98.4,30.47,1,3923.25,0
87.41,0,0,0,2.5,39.73416,-103.9040417,1525,67.2,234.6,-0.03,-0.16,-0.51,-53.71,-98.56,29.96,0,3923.25,0
87.46,0,1,0,2.5,39.7341317,-103.9040934,1525,66.3,234.7,-0.02,-0.26,-0.54,-53.73,-98.82,29.42,0,3923.25,0
87.53,0,0,0,2.5,39.7341317,-103.9040934,1525,66.3,234.7,0.5,-0.46,-0.15,-53.23,-99.28,29.27,1,3828.75,1.01
87.57,0,0,0,2.5,39.7341317,-103.9040934,1525,66.3,234.7,-0.02,-0.32,-0.43,-53.25,-99.6,28.84,0,3828.75,1.01
87.62,0,0,0,2.5,39.7341317,-103.9040934,1525,66.3,234.7,-0.06,-0.16,-0.49,-53.31,-99.76,28.35,0,3828.75,1.01
87.67,0,0,0,2.5,39.7341317,-103.9040934,1525,66.3,234.7,0.33,-0.54,-0.16,-52.98,-100.3,28.19,1,3693.5,1.01
87.72,0,1,0.06,2.5,39.734105,-103.9041417,1525,65.1,234.8,0.55,-0.66,-0.08,-52.43,-100.96,28.11,0,3693.5,1.01
87.77,0,0,0.06,2.5,39.734105,-103.9041417,1525,65.1,234.8,0.55,-0.61,-0.05,-51.88,-101.57,28.06,0,3693.5,1.01
87.82,0,0,0.06,2.5,39.734105,-103.9041417,1525,65.1,234.8,0.52,-0.7,-0.04,-51.36,-102.27,28.02,0,3693.5,1.01
87.87,0,0,0.06,2.5,39.734105,-103.9041417,1525,65.1,234.8,0.53,-0.66,-0.02,-50.83,-102.93,28,1,3521.25,0
88.02,0,1,0.1,2.5,39.7340783,-103.9041883,1525,64,234.8,0.45,-0.65,-0.03,-50.38,-103.58,27.97,0,3521.25,0
88.04,0,0,0.1,2.5,39.7340783,-103.9041883,1525,64,234.8,-0.05,-0.57,-0.25,-50.43,-104.15,27.72,0,3521.25,0
88.07,0,0,0.1,2.5,39.7340783,-103.9041883,1525,64,234.8,0.24,-0.74,0.04,-50.19,-104.89,27.76,0,3521.25,0
88.1,0,1,0,2.5,39.734055,-103.904235,1525,62.7,235,0.24,-0.74,0.04,-49.95,-105.63,27.8,0,3521.25,0
88.11,0,0,0,2.5,39.734055,-103.904235,1525,62.7,235,0.16,-0.78,0.09,-49.79,-106.41,27.89,0,3521.25,0
88.13,0,0,0,2.5,39.734055,-103.904235,1525,62.7,235,0.03,-0.8,-0.08,-49.76,-107.21,27.81,0,3521.25,0
88.2,0,0,0,2.5,39.734055,-103.904235,1525,62.7,235,0.09,-0.81,0.04,-49.67,-108.02,27.85,1,3360.5,31.31
88.26,0,0,0,2.5,39.734055,-103.904235,1525,62.7,235,0.07,-0.8,-0.01,-49.6,-108.82,27.84,0,3360.5,31.31
88.3,0,0,0,2.5,39.734055,-103.904235,1525,62.7,235,-0.04,-0.84,0.04,-49.64,-109.66,27.88,0,3360.5,31.31
88.32,0,1,0.03,2.5,39.7340333,-103.90428,1525,61.3,235.3,-0.04,-0.84,0.04,-49.68,-110.5,27.92,0,3360.5,31.31
88.36,0,0,0.03,2.5,39.7340333,-103.90428,1525,61.3,235.3,-0.05,-0.86,0.03,-49.73,-111.36,27.95,1,3440.75,25.25
88.43,0,0,0.03,2.5,39.7340333,-103.90428,1525,61.3,235.3,0.04,-0.86,0.04,-49.69,-112.22,27.99,0,3440.75,25.25
88.47,0,1,0,2.5,39.73401,-103.9043283,1525,60.9,235.5,-0.06,-0.87,-0.03,-49.75,-113.09,27.96,0,3440.75,25.25
88.51,0,0,0,2.5,39.73401,-103.9043283,1525,60.9,235.5,0.04,-0.79,-0.03,-49.71,-113.88,27.93,0,3440.75,25.25
88.56,0,0,0,2.5,39.73401,-103.9043283,1525,60.9,235.5,0.04,-0.84,-0.01,-49.67,-114.72,27.92,0,3440.75,25.25
88.63,0,0,0,2.5,39.73401,-103.9043283,1525,60.9,235.5,0.04,-0.88,-0.04,-49.63,-115.6,27.88,1,3377.25,17.17
88.67,0,0,0,2.5,39.73401,-103.9043283,1525,60.9,235.5,0.05,-0.89,0.04,-49.58,-116.49,27.92,0,3377.25,17.17
88.68,0,1,0,2.5,39.7339867,-103.9043783,1525,60.4,236,0.05,-0.89,0.04,-49.53,-117.38,27.96,0,3377.25,17.17
88.72,0,0,0,2.5,39.7339867,-103.9043783,1525,60.4,236,0.08,-0.88,0.03,-49.45,-118.26,27.99,1,3378.25,13.13
88.77,0,0,0,2.5,39.7339867,-103.9043783,1525,60.4,236,-0.01,-0.95,0.04,-49.46,-119.21,28.03,0,3378.25,13.13
88.84,0,0,0,2.5,39.7339867,-103.9043783,1525,60.4,236,-0.03,-0.92,-0.03,-49.49,-120.13,28,0,3378.25,13.13
88.87,0,0,0,2.5,39.7339867,-103.9043783,1525,60.4,236,0.01,-0.94,-0.01,-49.48,-121.07,27.99,0,3378.25,13.13
88.93,0,0,0,2.5,39.7339867,-103.9043783,1525,60.4,236,0.05,-0.91,-0.03,-49.43,-121.98,27.96,0,3378.25,13.13
89.14,0,1,0.26,2.5,39.7339666,-103.9044266,1525,59.7,236.5,0.05,-0.91,-0.05,-49.38,-122.89,27.91,1,3362.5,5.05
89.27,0,0,0.26,2.5,39.7339666,-103.9044266,1525,59.7,236.5,0.03,-0.93,-0.01,-49.35,-123.82,27.9,0,3362.5,5.05
89.3,0,1,0,2.5,39.7339317,-103.9045233,1525,58.3,237.8,0.05,-0.98,-0.01,-49.3,-124.8,27.89,0,3362.5,5.05
89.34,0,0,0,2.5,39.7339317,-103.9045233,1525,58.3,237.8,0.08,-0.96,-0.02,-49.22,-125.76,27.87,0,3362.5,5.05
89.41,0,0,0,2.5,39.7339317,-103.9045233,1525,58.3,237.8,0.13,-0.97,-0.04,-49.09,-126.73,27.83,0,3362.5,5.05
89.46,0,0,0,2.5,39.7339317,-103.9045233,1525,58.3,237.8,0.01,-0.93,-0.05,-49.08,-127.66,27.78,0,3362.5,5.05
89.49,0,0,0,2.5,39.7339317,-103.9045233,1525,58.3,237.8,0.05,-0.92,-0.09,-49.03,-128.58,27.69,1,3279.75,0
89.53,0,1,0.02,2.5,39.73392,-103.9045666,1526,57,238.8,0.03,-1,-0.03,-49,-129.58,27.66,0,3279.75,0
89.56,0,0,0.02,2.5,39.73392,-103.9045666,1526,57,238.8,0.1,-0.96,0,-48.9,-130.54,27.66,0,3279.75,0
89.57,0,0,0.02,2.5,39.73392,-103.9045666,1526,57,238.8,0.04,-0.95,-0.01,-48.86,-131.49,27.65,0,3279.75,0
89.6,0,0,0.02,2.5,39.73392,-103.9045666,1526,57,238.8,0.07,-0.99,-0.08,-48.79,-132.48,27.57,0,3279.75,0
89.62,0,0,0.02,2.5,39.73392,-103.9045666,1526,57,238.8,0.13,-0.93,-0.01,-48.66,-133.41,27.56,0,3279.75,0
89.66,0,0,0.02,2.5,39.73392,-103.9045666,1526,57,238.8,0.02,-0.92,-0.07,-48.64,-134.33,27.49,0,3279.75,0
89.67,0,0,0.02,2.5,39.73392,-103.9045666,1526,57,238.8,0.12,-1.02,0.02,-48.52,-135.35,27.51,1,3212.25,0
89.7,0,1,0,2.5,39.7339134,-103.9046083,1526,55.6,239.9,0.09,-0.89,-0.06,-48.43,-136.24,27.45,0,3212.25,0
89.71,0,0,0,2.5,39.7339134,-103.9046083,1526,55.6,239.9,0.09,-0.95,-0.06,-48.34,-137.19,27.39,0,3212.25,0
89.78,0,0,0,2.5,39.7339134,-103.9046083,1526,55.6,239.9,-0.02,-0.96,-0.12,-48.36,-138.15,27.27,0,3212.25,0
89.83,0,0,0,2.5,39.7339134,-103.9046083,1526,55.6,239.9,-0.17,-0.74,-0.18,-48.53,-138.89,27.09,0,3212.25,0
89.88,0,0,0,2.5,39.7339134,-103.9046083,1526,55.6,239.9,0.02,-0.99,-0.08,-48.51,-139.88,27.01,1,3162,0
89.93,0,0,0,2.5,39.7339134,-103.9046083,1526,55.6,239.9,0.01,-0.93,-0.03,-48.5,-140.81,26.98,0,3162,0
89.99,0,0,0,2.5,39.7339134,-103.9046083,1526,55.6,239.9,0.09,-1.02,0,-48.41,-141.83,26.98,0,3162,0
90.06,0,1,0.17,2.5,39.73391,-103.9046483,1526,54.3,241.2,0.2,-0.96,0.17,-48.21,-142.79,27.15,0,3162,0
90.1,0,0,0.17,2.5,39.73391,-103.9046483,1526,54.3,241.2,0.03,-0.92,-0.03,-48.18,-143.71,27.12,1,3127.25,0
90.13,0,0,0.17,2.5,39.73391,-103.9046483,1526,54.3,241.2,0.07,-0.92,-0.07,-48.11,-144.63,27.05,0,3127.25,0
90.14,0,1,0,2.5,39.7339083,-103.90469,1525,53.1,242.6,0.07,-0.92,-0.07,-48.04,-145.55,26.98,0,3127.25,0
90.19,0,0,0,2.5,39.7339083,-103.90469,1525,53.1,242.6,0.09,-0.91,-0.05,-47.95,-146.46,26.93,0,3127.25,0
90.23,0,0,0,2.5,39.7339083,-103.90469,1525,53.1,242.6,0.15,-0.94,0.03,-47.8,-147.4,26.96,0,3127.25,0
90.28,0,1,0,2.5,39.7339067,-103.904725,1523,51.4,243.6,-0.03,-0.86,-0.21,-47.83,-148.26,26.75,0,3127.25,0
90.33,0,0,0,2.5,39.7339067,-103.904725,1523,51.4,243.6,0.09,-0.9,-0.08,-47.74,-149.16,26.67,1,3076.25,0
90.38,0,0,0,2.5,39.7339067,-103.904725,1523,51.4,243.6,0.08,-0.97,-0.07,-47.66,-150.13,26.6,0,3076.25,0
90.44,0,0,0,2.5,39.7339067,-103.904725,1523,51.4,243.6,0.05,-0.89,-0.18,-47.61,-151.02,26.42,0,3076.25,0
90.5,0,1,0.03,2.5,39.733955,-103.90475,1521,48.3,248.8,-0.41,-0.62,-0.18,-48.02,-151.64,26.24,0,3076.25,0
90.54,0,0,0.03,2.5,39.733955,-103.90475,1521,48.3,248.8,-0.01,-0.67,0.29,-48.03,-152.31,26.53,0,3076.25,0
90.6,0,0,0.03,2.5,39.733955,-103.90475,1521,48.3,248.8,-0.27,-0.62,-0.42,-48.3,-152.93,26.11,1,3023,0
90.64,0,0,0.03,2.5,39.733955,-103.90475,1521,48.3,248.8,-0.01,-0.87,-0.17,-48.31,-153.8,25.94,0,3023,0
90.71,0,1,0.01,2.5,39.7339834,-103.9047833,1519,46.3,252.4,0.05,-1.02,-0.29,-48.26,-154.82,25.65,0,3023,0
90.81,0,0,0.01,2.5,39.7339834,-103.9047833,1519,46.3,252.4,0.02,-0.65,-0.08,-48.24,-155.47,25.57,1,2967.25,0
90.85,0,0,0.01,2.5,39.7339834,-103.9047833,1519,46.3,252.4,-0.9,-0.4,-0.15,-49.14,-155.87,25.42,0,2967.25,0
90.88,0,0,0.01,2.5,39.7339834,-103.9047833,1519,46.3,252.4,-0.85,-0.57,-0.07,-49.99,-156.44,25.35,0,2967.25,0
90.95,0,0,0.01,2.5,39.7339834,-103.9047833,1519,46.3,252.4,-0.74,-0.54,0.07,-50.73,-156.98,25.42,0,2967.25,0
90.97,0,0,0.01,2.5,39.7339834,-103.9047833,1519,46.3,252.4,-0.66,-0.29,-0.05,-51.39,-157.27,25.37,0,2967.25,0
90.98,0,1,0,2.5,39.7339834,-103.9047833,1519,46.3,252.4,-0.67,-1.24,0.67,-52.06,-158.51,26.04,0,2967.25,0
91.04,0,0,0,2.5,39.7339834,-103.9047833,1519,46.3,252.4,-0.87,-0.5,-0.47,-52.93,-159.01,25.57,0,2967.25,0
91.13,0,1,0,2.5,39.7340333,-103.9048417,1518,42.7,259.6,-0.67,-0.73,-0.29,-53.6,-159.74,25.28,1,2915.75,38.38
91.16,0,0,0,2.5,39.7340333,-103.9048417,1518,42.7,259.6,-0.52,-0.6,0.11,-54.12,-160.34,25.39,0,2915.75,38.38
91.2,0,0,0,2.5,39.7340333,-103.9048417,1518,42.7,259.6,-0.73,-0.03,-0.58,-54.85,-160.37,24.81,0,2915.75,38.38
91.26,0,0,0,2.5,39.7340333,-103.9048417,1518,42.7,259.6,-0.14,-0.83,0.35,-54.99,-161.2,25.16,0,2915.75,38.38
91.3,0,1,0,2.5,39.7340666,-103.904865,1518,40.7,264,-0.45,-0.74,0.4,-55.44,-161.94,25.56,1,3000,23.23
91.34,0,0,0,2.5,39.7340666,-103.904865,1518,40.7,264,-0.14,-0.99,0.23,-55.58,-162.93,25.79,0,3000,23.23
91.41,0,0,0,2.5,39.7340666,-103.904865,1518,40.7,264,-0.23,-0.89,0.18,-55.81,-163.82,25.97,0,3000,23.23
91.46,0,0,0,2.5,39.7340666,-103.904865,1518,40.7,264,-0.05,-0.84,-0.04,-55.86,-164.66,25.93,1,2936.5,38.38
91.47,0,1,0,2.5,39.7341,-103.9048883,1519,39.4,268.5,-0.05,-0.84,-0.04,-55.91,-165.5,25.89,0,2936.5,38.38
91.51,0,0,0,2.5,39.7341,-103.9048883,1519,39.4,268.5,-0.08,-0.87,-0.1,-55.99,-166.37,25.79,0,2936.5,38.38
91.57,0,0,0,2.5,39.7341,-103.9048883,1519,39.4,268.5,-0.04,-0.88,0.01,-56.03,-167.25,25.8,0,2936.5,38.38
91.63,0,0,0,2.5,39.7341,-103.9048883,1519,39.4,268.5,-0.31,-0.8,0.2,-56.34,-168.05,26,1,2991,80.81
91.68,0,0,0,2.5,39.7341,-103.9048883,1519,39.4,268.5,-0.26,-0.8,0.3,-56.6,-168.85,26.3,0,2991,80.81
91.73,0,1,0.06,2.5,39.73413,-103.9049067,1519,37.5,273.5,-0.28,-0.9,0.04,-56.88,-169.75,26.34,0,2991,80.81
91.77,0,0,0.06,2.5,39.73413,-103.9049067,1519,37.5,273.5,-0.32,-0.83,0.31,-57.2,-170.58,26.65,0,2991,80.81
91.83,0,0,0.06,2.5,39.73413,-103.9049067,1519,37.5,273.5,-0.22,-0.91,0.89,-57.42,-171.49,27.54,1,3201.5,83.84
91.88,0,0,0.06,2.5,39.73413,-103.9049067,1519,37.5,273.5,-0.49,-0.82,0.55,-57.91,-172.31,28.09,0,3201.5,83.84
91.94,0,0,0.06,2.5,39.73413,-103.9049067,1519,37.5,273.5,-0.35,-0.91,0.17,-58.26,-173.22,28.26,0,3201.5,83.84
92,0,0,0.06,2.5,39.73413,-103.9049067,1519,37.5,273.5,-0.3,-0.65,0.46,-58.56,-173.87,28.72,0,3201.5,83.84
92,0,1,0.07,2.5,39.7341533,-103.90492,1519,35.4,277.5,-0.3,-0.65,0.46,-58.86,-174.52,29.18,0,3201.5,83.84
92.06,0,0,0.07,2.5,39.7341533,-103.90492,1519,35.4,277.5,0.08,-1.01,1.09,-58.78,-175.53,30.27,1,3258.5,86.87
92.17,0,1,0,2.5,39.73418,-103.90493,1519,33.5,281.7,-0.07,-0.9,0.96,-58.85,-176.43,31.23,0,3258.5,86.87
92.2,0,0,0,2.5,39.73418,-103.90493,1519,33.5,281.7,-0.39,-0.61,0.63,-59.24,-177.04,31.86,0,3258.5,86.87
92.23,0,0,0,2.5,39.73418,-103.90493,1519,33.5,281.7,0.04,-0.67,0.91,-59.2,-177.71,32.77,0,3258.5,86.87
92.26,0,0,0,2.5,39.73418,-103.90493,1519,33.5,281.7,-0.24,-0.43,0.51,-59.44,-178.14,33.28,0,3258.5,86.87
92.3,0,1,0,2.5,39.7342084,-103.9049367,1521,31.8,286.6,-0.25,-0.3,0.07,-59.69,-178.44,33.35,0,3258.5,86.87
92.34,0,0,0,2.5,39.7342084,-103.9049367,1521,31.8,286.6,-0.43,-0.35,0.16,-60.12,-178.79,33.51,1,3374.25,100
92.4,0,0,0,2.5,39.7342084,-103.9049367,1521,31.8,286.6,-0.4,-0.4,0.2,-60.52,-179.19,33.71,0,3374.25,100
92.45,0,0,0,2.5,39.7342084,-103.9049367,1521,31.8,286.6,-0.17,-0.5,0.03,-60.69,-179.69,33.74,0,3374.25,100
92.47,0,1,0,2.5,39.7342517,-103.9049184,1521,28.9,295.5,-0.24,-0.87,0.14,-60.93,-180.56,33.88,0,3374.25,100
92.53,0,0,0,2.5,39.7342517,-103.9049184,1521,28.9,295.5,-0.34,-0.56,0.22,-61.27,-181.12,34.1,1,3482.75,100
92.58,0,0,0,2.5,39.7342517,-103.9049184,1521,28.9,295.5,-0.77,-0.26,0.17,-62.04,-181.38,34.27,0,3482.75,100
92.64,0,0,0,2.5,39.7342517,-103.9049184,1521,28.9,295.5,-0.49,-0.58,0.83,-62.53,-181.96,35.1,0,3482.75,100
